Title,Product #,Released,Lowest,Average,Highest,URL,category
Model No. 08 Collection 002.5 Barbie,T7924,2011,45,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-08-collection-002-5-barbie.jpg,careers
Model No. 04 Collection 002.5 Barbie,T7920,2011,120,,145,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-04-collection-002-5-barbie.jpg,careers
Laser-Leatherette Dress Barbie Doll,BCR07,2014,85,,160,https://www.barbiedb.com/wp-content/uploads/2020/05/laser-leatherette-dress-barbie-doll.jpg,fashion_beauty
Barbie So In Style Pastry Kara,V7103,2011,75,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-pastry-kara.jpg,fashion_beauty
Barbie Princess Charm School Mini Kingdom Blair,V9434,2011,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-mini-kingdom-blair.jpg,movie_show_chars
Barbie I Can Be… Dessert Chef,Y7380,2013,18,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dessert-chef.jpg,careers
Barbie Fashion Gift Pack,68073-96,1995,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-gift-pack.jpg,fashion_beauty
Barbie Campus Sweetheart Outfit,1616,1965,525,,600,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-campus-sweetheart-outfit.jpg,fashion_beauty
Barbie Summer Beach Doll,X9600,2013,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-summer-beach-doll.jpg,vacation
Barbie So In Style Grace Prom Doll,BGT10,2014,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-grace-prom-doll.jpg,fashion_beauty
Barbie Secret Messages Computer Center,67275,2000,70,,95,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-secret-messages-computer-center.jpg,
Barbie My Scene Snow Glam Chelsea Doll,L9340,2008,22,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-snow-glam-chelsea-doll.jpg,glamorous
Barbie Mini Kingdom Regal Sweets Playset,K8030,2007,30,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mini-kingdom-regal-sweets-playset.jpg,sets
Barbie Mariposa Doll,Y6372,2013,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mariposa-doll-y6372.jpg,movie_show_chars
Barbie I Can Be… Newborn Baby Doctor (AA),P3595,2009,55,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-newborn-baby-doctor-aa.jpg,careers
Barbie I Can Be… Kitty Care Vet Playset,T2695,2010,46,,61,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-kitty-care-vet-playset.jpg,sets
Barbie I Can Be Doctors Barbie and Ken Dolls,3094,2012,30,,43,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-doctors-barbie-and-ken-dolls.jpg,careers
Barbie Hair-Tastic! Cut & Style AA Doll,W3912,2012,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tastic-cut-style-aa-doll.jpg,fashion_beauty
Barbie Fashionistas Summer Doll,Y7491,2013,13,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-summer-doll-y7491.jpg,vacation
Barbie Fashionista Nikki,DGF21,2015,11,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-nikki-352x1024.jpg,fashion_beauty
Barbie Fashionista Doll (Blonde/Pink),X7868,2013,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-doll-blonde-pink.jpg,fashion_beauty
Barbie Family Sisters Buildup (Sams Club),Y1196,2012,65,,95,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-family-sisters-buildup-sams-club.jpg,family_friends
Barbie Fairytale Magic Doll,BCP20,2014,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-magic-doll.jpg,movie_show_chars
"Barbie Careers Fashion Pack, Skating Costume",CHJ29,2014,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-fashion-pack-skating-costume-523x1024.jpg,fashion_beauty
Live Action Barbie Christie on Stage,1175,1971,160,,310,https://www.barbiedb.com/wp-content/uploads/2020/05/live-action-barbie-christie-on-stage.jpg,show_time
Barbie Walking Jamie,1132,1970,450,,650,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-walking-jamie.jpg,
Barbie Video Girl (Brunette),T8157,2010,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-video-girl-brunette.jpg,careers
Barbie Super Transforming Vanity Playset,CDY64,2015,45,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-super-transforming-vanity-playset.jpg,sets
Barbie Skipper & Skooter Ship Ahoy Outfit,1918,1965,150,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-skooter-ship-ahoy-outfit.jpg,fashion_beauty
Barbie My Scene Goes Hollywood Nolee Doll,G6132,2005,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-goes-hollywood-nolee-doll.jpg,
Barbie Midge’s Ensemble,1012,1964,450,,525,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-midges-ensemble-764x1024.jpg,
Barbie Mariposa Pegasus and Flying Chariot Set,Y6382,2013,40,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mariposa-pegasus-and-flying-chariot-set.jpg,sets
Barbie in A Mermaid Tale 2 AA Mermaid Doll,W2907,2012,35,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-2-aa-mermaid-doll.jpg,movie_show_chars
Barbie Hair Happenins Francie,1122,1970,175,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-happenins-francie.jpg,fashion_beauty
Barbie Fashionistas Ultimate Closet,X5357,2012,24,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-ultimate-closet.jpg,sets
Barbie Fairytale Magic Blond Ballarina in Pink Tu Tu,W2921,2012,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-magic-blond-ballarina-in-pink-tu-tu.jpg,movie_show_chars
Barbie Doll Accessories,923,1961,200,,250,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-accessories.jpg,
Barbie Design & Dress Studio Refill Kit,W3914,2012,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-design-dress-studio-refill-kit.jpg,fashion_beauty
Barbie Color & Style,CFN47,2015,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-style-548x1024.jpg,fashion_beauty
Barbie Clean-Up Pup! Playset  (AA),N7552,2009,28,,84,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-clean-up-pup-playset-aa.jpg,sets
Barbie Chelsea and Pony,X8412,2013,14,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-and-pony.jpg,pets
"Barbie Careers Fashion Pack, Firefighter Uniform",CHJ28,2014,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-fashion-pack-firefighter-uniform-417x1024.jpg,fashion_beauty
Music Star Barbie,L3824,2007,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/music-star-barbie.jpg,careers
Hairtastic Color & Design Salon Barbie Doll,X2346,2012,22,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/hairtastic-color-design-salon-barbie-doll.jpg,fashion_beauty
Barbie Supermarket Playset,7573,1992,100,,175,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-supermarket-playset.jpg,sets
Barbie Royal Bride Doll,BCP33,2013,14,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-royal-bride-doll.jpg,royals
Barbie Princess and the Popstar Musical Light-Up Castle Play Set,X4315,2012,145,,190,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-and-the-popstar-musical-light-up-castle-play-set.jpg,sets
Barbie I Can Be Gymnastic Champion,W3766,2012,14,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-gymnastic-champion.jpg,careers
Barbie Fashionistas Doll,CLN69,2015,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-cln69-446x1024.jpg,fashion_beauty
Barbie Fashion Fever Kayla Styling Head,H3713,2005,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-fever-kayla-styling-head.jpg,fashion_beauty
Barbie Fairy (Nikki ),W2968,2012,16,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-nikki.jpg,movie_show_chars
Barbie Busy Gal Outfit,983,1960,300,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-busy-gal-outfit.jpg,fashion_beauty
Barbie Busy Francie,2013,1972,225,,300,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-busy-francie.jpg,
Barbie Bride Doll,DHC35,2015,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-bride-doll-dhc35.jpg,special_occasion
Barbie Bride and Groom Doll Gift Set,T0337B,2015,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-bride-and-groom-doll-gift-set.jpg,sets
Barbie Bongo Easy to Dress Fashion,3344,1992,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-bongo-easy-to-dress-fashion.jpg,fashion_beauty
Barbie Blossom Telephone with Caller ID,BAR550,2007,22,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-blossom-telephone-with-caller-id.jpg,furniture
Barbie Beautiful Fairy Doll – Nikki,X9451,2013,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-fairy-doll-nikki.jpg,movie_show_chars
Barbie Beautiful Fairy Barbie Doll Assortment Pack of 6,CBR13,2013,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-fairy-barbie-doll-assortment-pack-of-6.jpg,movie_show_chars
Barbie Beautiful Fairy Barbie Doll,X9449,2013,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-fairy-barbie-doll.jpg,movie_show_chars
Barbie Beautiful Bride AA,G9072,2004,45,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-bride-aa.jpg,special_occasion
Barbie Beach Nikki Doll,BCN26,2014,8,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-nikki-doll.jpg,vacation
Barbie Beach Doll & Windsurfer,CCV23,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-doll-windsurfer.jpg,vacation
Barbie Beach Doll & Kayak,CCV22,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-doll-kayak.jpg,vacation
Barbie Beach Cruiser,Y6856,2013,30,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-cruiser.jpg,vacation
Barbie Beach Bundle (Walmart),CCL89,2013,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-bundle-walmart.jpg,vacation
Barbie Beach Blast Surf Set Playset,7308,1989,220,,240,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-blast-surf-set-playset.jpg,sets
Barbie Be a Real Fashion Designer,70395,2012,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-be-a-real-fashion-designer.jpg,fashion_beauty
Barbie Ballerina Sugar Plum Fairy Outfit,9326,1976,80,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-sugar-plum-fairy-outfit.jpg,movie_show_chars
Barbie Ballerina Doll (AA),BCP15,2013,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-doll-aa-352x1024.jpg,special_occasion
Barbie Ballerina Doll,BCP12,2013,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-doll-301x1024.jpg,special_occasion
Barbie Ballerina Brunette Theresa Blue,W2926,2012,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-brunette-theresa-blue.jpg,special_occasion
Barbie Ballerina Assortment,CFF42,2015,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-assortment.jpg,special_occasion
Barbie as The Princess and the Pauper Ken as King Dominick (AA),C5775,2004,35,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-princess-and-the-pauper-ken-as-king-dominick-aa.jpg,movie_show_chars
Barbie As The Island Princess Princess Rosella Doll,K9268,2007,61,,116,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-island-princess-princess-rosella-doll.jpg,movie_show_chars
Barbie As the Island Princess Magical Castle Vanity,K8117,2007,110,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-island-princess-magical-castle-vanity-697x1024.jpg,furniture
Barbie as Sleeping Beauty Prince Ken,K8059,2006,55,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-sleeping-beauty-prince-ken.jpg,fashion_beauty
Barbie as Rapunzel Ken Doll Prince Stephan (AA),55535,2002,20,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-rapunzel-ken-doll-prince-stephan-aa.jpg,ken
Barbie as Rapunzel Ken Doll Prince Stephan,55534,2002,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-rapunzel-ken-doll-prince-stephan.jpg,ken
Barbie as Princess Cinderella with CD,K8051,2007,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-princess-cinderella-with-cd.jpg,movie_show_chars
Barbie and The Three Musketeers Viveca Doll,P6157,2009,33,,61,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeers-viveca-doll-p6157.jpg,movie_show_chars
Barbie and The Three Musketeers Magical Balloon Carriage,N7007,2009,40,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeers-magical-balloon-carriage.jpg,movie_show_chars
Barbie and The Three Musketeers Aramina Doll,N8019,2009,130,,155,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeers-aramina-doll.jpg,movie_show_chars
Barbie and the Three Musketeer Renee Doll,P4609,2009,119,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeer-renee-doll.jpg,movie_show_chars
Barbie And The Sensations,4931,1988,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-sensations.jpg,
Barbie and the Secret Door Princess Alexa Singing Doll (Spanish),CCF69,2014,20,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-princess-alexa-singing-doll-spanish.jpg,show_time
Barbie and The Secret Door Princess Alexa,BLP23,2014,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-princess-alexa-2.jpg,movie_show_chars
Barbie and The Secret Door Prince Doll,BLP31,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-prince-doll-398x1024.jpg,movie_show_chars
Barbie and the Secret Door Giftpack,CBN46,2014,15,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-giftpack.jpg,movie_show_chars
Barbie and The Secret Door Castle,BLP42,2014,85,,148,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-castle.jpg,movie_show_chars
Barbie and The Secret Door Alexa Doll,BLP33,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-alexa-doll.jpg,movie_show_chars
Barbie and the Mysterious Door Cottage,CMP12,2014,22,,34,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-mysterious-door-cottage.jpg,houses
Barbie and the Magic of Pegasus Prince Aidan Doll (AA),G8404,2005,20,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-magic-of-pegasus-prince-aidan-doll-aa.jpg,movie_show_chars
Barbie and the BiBops Bobby,4960,1987,40,,98,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-bibops-bobby.jpg,
Barbie and Ken Little Theater Playset,4090-8,1964,1,,3,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-ken-little-theater-playset.jpg,sets
Barbie and Her Sisters in The Great Puppy Adventure Skipper Doll,CLF98,2015,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-the-great-puppy-adventure-skipper-doll.jpg,family_friends
Barbie and Her Sisters in a Pony Train and Ride Horse Playset,Y1174,2013,50,,91,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-train-and-ride-horse-playset.jpg,sets
"Barbie and Her Sisters in a Pony Tale Skipper and Chelsea Doll, 2-Pack",X8411,2013,21,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-tale-skipper-and-chelsea-doll-2-pack.jpg,family_friends
Barbie and Her Sisters in a Pony Tale Gala Gown Doll,BBF93,2013,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-tale-gala-gown-doll.jpg,family_friends
"Barbie and Her Sisters in a Pony Tale Barbie and Stacie Doll, 2-Pack",X8411,2013,17,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-tale-barbie-and-stacie-doll-2-pack.jpg,family_friends
"Barbie All Dolled Up Party Blowouts, 8-Count",339379,2010,5,,8,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-all-dolled-up-party-blowouts-8-count.jpg,special_occasion
Barbie All Doll’d Up Stylist Set,83020,2015,16,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-all-dolld-up-stylist-set.jpg,sets
Barbie All Doll’d Up Centerpiece,289379,2015,6,,9,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-all-dolld-up-centerpiece.jpg,
Barbie Airbrush Designer,CLD92,2014,35,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-airbrush-designer-cld92.jpg,hobby_activity
Barbie Advent Calendar,CLR43,2015,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-advent-calendar.jpg,
Barbie A Perfect Christmas Holiday Sisters,V6986,2011,95,,151,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-a-perfect-christmas-holiday-sisters.jpg,family_friends
Barbie 2-Story Beach House,W3155,2012,140,,237,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2-story-beach-house.jpg,houses
Barbie 28 inch Best Friend Teresa Fashion Doll,61070,2014,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-28-inch-best-friend-teresa-fashion-doll.jpg,family_friends
Barbie 28 inch Best Friend Nikki Fashion Doll,61030,2014,35,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-28-inch-best-friend-nikki-fashion-doll.jpg,family_friends
Barbie 28 inch Best Friend Fashion Doll,83885,2014,35,,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-28-inch-best-friend-fashion-doll.jpg,family_friends
Barbie 1998 Children’s Collector Little Bo Peep Hallmark Ornament,QEO8373,1998,4,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1998-childrens-collector-little-bo-peep-hallmark-ornament.jpg,holiday
Barbie 1997 Holiday Memories Barbie Hallmark Keepsake Ornament,QHB6020,1997,9,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1997-holiday-memories-barbie-hallmark-keepsake-ornament.jpg,holiday
Barbie & The Diamond Castle Princess Liana Doll,N5172,2008,35,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-diamond-castle-princess-liana-doll.jpg,movie_show_chars
Barbie & The Diamond Castle Phedra  [Green] Doll,M0804,2008,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-diamond-castle-phedra-green-doll.jpg,
Barbie & Tawny Set,V5721,2011,24,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tawny-set.jpg,sets
Barbie & Skipper Beach Party Playset,7332,1988,200,,239,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-beach-party-playset.jpg,sets
Barbie & Her Sisters in The Great Puppy Adventure Gift Set,T0394B,2016,106,,132,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-beach-party-playset.jpg,sets
Barbie & Her Sisters in The Great Puppy Adventure DVD,DRY74,2015,18,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-the-great-puppy-adventure-dvd.jpg,family_friends
Barbie & Her Sisters in a Pony Tale RC Train & Ride Horse,Y6858,2013,55,,152,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-a-pony-tale-rc-train-ride-horse.jpg,family_friends
Barbie & Her Sisters in a Pony Tale DVD,CCN82,2013,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-a-pony-tale-dvd.jpg,family_friends
Barbie & Friends Fashionistas,CDM48,2014,26,,59,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-friends-fashionistas.jpg,family_friends
Barbie  Sisters Fishing Fun! Multipack  (Kmart),BCG06,2013,32,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-fishing-fun-multipack-kmart.jpg,family_friends
Barbie  I Can Be Make Up Artist 2 Pack Dolls,BBV37,2013,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-make-up-artist-2-pack-dolls.jpg,careers
Barbie  I Cab Be Fashion Model Gift Set,X4818,2012,23,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-cab-be-fashion-model-gift-set.jpg,sets
Barbie  Career  I Can Be Assortment,CFR03,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-career-i-can-be-assortment.jpg,careers
Ballet Wishes Barbie Doll,DGW35,2016,25,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/ballet-wishes-barbie-doll-dgw35.jpg,special_occasion
Army Barbie Doll & Ken Stars ‘N Stripes,5626,1993,60,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/army-barbie-doll-ken-stars-n-stripes.jpg,ken
Army Barbie Doll & Ken Doll Deluxe Set,5627,1993,60,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/army-barbie-doll-ken-doll-deluxe-set.jpg,sets
Aries Barbie,C6253,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aries-barbie-c6253.jpg,horoscopes
Aries Barbie,C6240,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aries-barbie.jpg,horoscopes
Aquarius Barbie,C6251,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aquarius-barbie-c6251.jpg,horoscopes
Aquarius Barbie,C6238,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aquarius-barbie.jpg,horoscopes
ANIMAL LOVIN’ Barbie SAFARI Playset,7312,1988,280,,425,https://www.barbiedb.com/wp-content/uploads/2020/05/animal-lovin-barbie-safari-playset.jpg,sets
American Girl Barbie Cinnamon,1070,1965,290,,325,https://www.barbiedb.com/wp-content/uploads/2020/05/american-girl-barbie-cinnamon.jpg,
Barbie & Her Sisters in The Great Puppy Adventure Gift Set,T0370B,2015,38,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-the-great-puppy-adventure-gift-set.jpg,sets
Happy Family Barbie Baby Doctor with Tee Shirt,56726T,2003,120,,600,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-family-barbie-baby-doctor-with-tee-shirt.jpg,careers
Barbie Dream Furniture Collection Dining Center,4337,1982,180,,300,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dream-furniture-collection-dining-center.jpg,dining
Barbie My Scene My Bling Bling Barbie Doll,J1038,2006,35,,71,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-my-bling-bling-barbie-doll.jpg,
Tara Toy Barbie Color N’ Style Fashion Purse,TAT78118,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/tara-toy-barbie-color-n-style-fashion-purse.jpg,fashion_beauty
Talking Barbie Dinner Dazzle Set,1551,1968,1,,800,https://www.barbiedb.com/wp-content/uploads/2020/05/talking-barbie-dinner-dazzle-set.jpg,sets
Sun Sensation Surf ‘N Skate Playset,7242,1991,150,,190,https://www.barbiedb.com/wp-content/uploads/2020/05/sun-sensation-surf-n-skate-playset.jpg,sets
Stardoll By Barbie Assortment,W2206,2012,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/stardoll-by-barbie-assortment.jpg,show_time
Sports Star Ken,1336,1979,80,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/sports-star-ken-328x1024.jpg,ken
Snow Chic-So Chic Fashion Barbie,19772,1998,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/snow-chic-so-chic-fashion-barbie.jpg,fashion_beauty
Smart Cycle Barbie Software,L0544,2007,45,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/smart-cycle-barbie-software.jpg,
Ski Queen Barbie Outfit,948,1963,175,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/ski-queen-barbie-outfit.jpg,fashion_beauty
Skate Date Ken (AA),56611,2002,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/skate-date-ken-aa.jpg,ken
Show N Ride Barbie,7799,1989,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/show-n-ride-barbie.jpg,
Scorpio Barbie (AA),C6248,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/scorpio-barbie-aa.jpg,horoscopes
Sagittarius Barbie,C6236,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/sagittarius-barbie-c6236.jpg,horoscopes
Sagittarius Barbie,C6249,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/sagittarius-barbie.jpg,horoscopes
Princess of England Barbie,B3459,2004,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/princess-of-england-barbie.jpg,movie_show_chars
Power Wheels Barbie Jeep Wrangler,CHP65,2014,265,,425,https://www.barbiedb.com/wp-content/uploads/2020/05/power-wheels-barbie-jeep-wrangler.jpg,vehicles
Power Wheels Barbie Cadillac Escalade,CDD13,2015,400,,450,https://www.barbiedb.com/wp-content/uploads/2020/05/power-wheels-barbie-cadillac-escalade.jpg,vehicles
Pisces Barbie,C6252,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/pisces-barbie-c6252.jpg,horoscopes
Pisces Barbie,C6239,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/pisces-barbie.jpg,horoscopes
Philippines Barbie Doll,X8423,2013,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/philippines-barbie-doll.jpg,nationalities
November Topaz Barbie Doll,C0581,2003,25,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/november-topaz-barbie-doll-688x1024.jpg,birth_stone
Neat-Oh! Barbie ZipBin Clutch and Closet,A1466X2,2011,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/neat-oh-barbie-zipbin-clutch-and-closet.jpg,sets
Neat-Oh! Barbie ZipBin 40 Doll Dream House Toy Box & Playmat,A1465XX,2013,21,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/neat-oh-barbie-zipbin-40-doll-dream-house-toy-box-playmat.jpg,houses
Neat-Oh! Barbie Full Size Play House,A2087XX,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/neat-oh-barbie-full-size-play-house.jpg,houses
