,Title,Product #,Released,Lowest,Average,Highest,URL
594,Barbie 2-Story Beach House,W3155,2012,140,,237,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2-story-beach-house.jpg
595,Barbie 28 inch Best Friend Teresa Fashion Doll,61070,2014,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-28-inch-best-friend-teresa-fashion-doll.jpg
596,Barbie 28 inch Best Friend Nikki Fashion Doll,61030,2014,35,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-28-inch-best-friend-nikki-fashion-doll.jpg
597,Barbie 28 inch Best Friend Fashion Doll,83885,2014,35,,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-28-inch-best-friend-fashion-doll.jpg
598,Barbie 1998 Children’s Collector Little Bo Peep Hallmark Ornament,QEO8373,1998,4,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1998-childrens-collector-little-bo-peep-hallmark-ornament.jpg
599,Barbie 1997 Holiday Memories Barbie Hallmark Keepsake Ornament,QHB6020,1997,9,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1997-holiday-memories-barbie-hallmark-keepsake-ornament.jpg
600,Barbie & The Diamond Castle Princess Liana Doll,N5172,2008,35,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-diamond-castle-princess-liana-doll.jpg
601,Barbie & The Diamond Castle Phedra  [Green] Doll,M0804,2008,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-diamond-castle-phedra-green-doll.jpg
602,Barbie & Tawny Set,V5721,2011,24,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tawny-set.jpg
603,Barbie & Skipper Beach Party Playset,7332,1988,200,,239,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-beach-party-playset.jpg
604,Barbie & Her Sisters in The Great Puppy Adventure Gift Set,T0394B,2016,106,,132,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-beach-party-playset.jpg
605,Barbie & Her Sisters in The Great Puppy Adventure DVD,DRY74,2015,18,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-the-great-puppy-adventure-dvd.jpg
606,Barbie & Her Sisters in a Pony Tale RC Train & Ride Horse,Y6858,2013,55,,152,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-a-pony-tale-rc-train-ride-horse.jpg
607,Barbie & Her Sisters in a Pony Tale DVD,CCN82,2013,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-a-pony-tale-dvd.jpg
608,Barbie & Friends Fashionistas,CDM48,2014,26,,59,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-friends-fashionistas.jpg
609,Barbie  Sisters Fishing Fun! Multipack  (Kmart),BCG06,2013,32,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-fishing-fun-multipack-kmart.jpg
610,Barbie  I Can Be Make Up Artist 2 Pack Dolls,BBV37,2013,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-make-up-artist-2-pack-dolls.jpg
611,Barbie  I Cab Be Fashion Model Gift Set,X4818,2012,23,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-cab-be-fashion-model-gift-set.jpg
612,Barbie  Career  I Can Be Assortment,CFR03,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-career-i-can-be-assortment.jpg
613,Ballet Wishes Barbie Doll,DGW35,2016,25,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/ballet-wishes-barbie-doll-dgw35.jpg
614,Army Barbie Doll & Ken Stars ‘N Stripes,5626,1993,60,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/army-barbie-doll-ken-stars-n-stripes.jpg
615,Army Barbie Doll & Ken Doll Deluxe Set,5627,1993,60,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/army-barbie-doll-ken-doll-deluxe-set.jpg
616,Aries Barbie,C6253,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aries-barbie-c6253.jpg
617,Aries Barbie,C6240,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aries-barbie.jpg
618,Aquarius Barbie,C6251,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aquarius-barbie-c6251.jpg
619,Aquarius Barbie,C6238,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/aquarius-barbie.jpg
620,ANIMAL LOVIN’ Barbie SAFARI Playset,7312,1988,280,,425,https://www.barbiedb.com/wp-content/uploads/2020/05/animal-lovin-barbie-safari-playset.jpg
621,American Girl Barbie Cinnamon,1070,1965,290,,325,https://www.barbiedb.com/wp-content/uploads/2020/05/american-girl-barbie-cinnamon.jpg
622,Barbie & Her Sisters in The Great Puppy Adventure Gift Set,T0370B,2015,38,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-her-sisters-in-the-great-puppy-adventure-gift-set.jpg
623,Happy Family Barbie Baby Doctor with Tee Shirt,56726T,2003,120,,600,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-family-barbie-baby-doctor-with-tee-shirt.jpg
624,Barbie Dream Furniture Collection Dining Center,4337,1982,180,,300,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dream-furniture-collection-dining-center.jpg
625,Barbie My Scene My Bling Bling Barbie Doll,J1038,2006,35,,71,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-my-bling-bling-barbie-doll.jpg
626,Tara Toy Barbie Color N’ Style Fashion Purse,TAT78118,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/tara-toy-barbie-color-n-style-fashion-purse.jpg
627,Talking Barbie Dinner Dazzle Set,1551,1968,1,,800,https://www.barbiedb.com/wp-content/uploads/2020/05/talking-barbie-dinner-dazzle-set.jpg
628,Sun Sensation Surf ‘N Skate Playset,7242,1991,150,,190,https://www.barbiedb.com/wp-content/uploads/2020/05/sun-sensation-surf-n-skate-playset.jpg
629,Stardoll By Barbie Assortment,W2206,2012,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/stardoll-by-barbie-assortment.jpg
630,Sports Star Ken,1336,1979,80,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/sports-star-ken-328x1024.jpg
631,Snow Chic-So Chic Fashion Barbie,19772,1998,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/snow-chic-so-chic-fashion-barbie.jpg
632,Smart Cycle Barbie Software,L0544,2007,45,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/smart-cycle-barbie-software.jpg
633,Ski Queen Barbie Outfit,948,1963,175,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/ski-queen-barbie-outfit.jpg
634,Skate Date Ken (AA),56611,2002,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/skate-date-ken-aa.jpg
635,Show N Ride Barbie,7799,1989,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/show-n-ride-barbie.jpg
636,Scorpio Barbie (AA),C6248,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/scorpio-barbie-aa.jpg
637,Sagittarius Barbie,C6236,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/sagittarius-barbie-c6236.jpg
638,Sagittarius Barbie,C6249,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/sagittarius-barbie.jpg
639,Princess of England Barbie,B3459,2004,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/princess-of-england-barbie.jpg
640,Power Wheels Barbie Jeep Wrangler,CHP65,2014,265,,425,https://www.barbiedb.com/wp-content/uploads/2020/05/power-wheels-barbie-jeep-wrangler.jpg
641,Power Wheels Barbie Cadillac Escalade,CDD13,2015,400,,450,https://www.barbiedb.com/wp-content/uploads/2020/05/power-wheels-barbie-cadillac-escalade.jpg
642,Pisces Barbie,C6252,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/pisces-barbie-c6252.jpg
643,Pisces Barbie,C6239,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/pisces-barbie.jpg
644,Philippines Barbie Doll,X8423,2013,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/philippines-barbie-doll.jpg
645,November Topaz Barbie Doll,C0581,2003,25,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/november-topaz-barbie-doll-688x1024.jpg
646,Neat-Oh! Barbie ZipBin Clutch and Closet,A1466X2,2011,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/neat-oh-barbie-zipbin-clutch-and-closet.jpg
647,Neat-Oh! Barbie ZipBin 40 Doll Dream House Toy Box & Playmat,A1465XX,2013,21,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/neat-oh-barbie-zipbin-40-doll-dream-house-toy-box-playmat.jpg
648,Neat-Oh! Barbie Full Size Play House,A2087XX,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/neat-oh-barbie-full-size-play-house.jpg
649,My Scene Miami Getaway Kenzie & Vespa Giftset,G6338,2005,175,,233,https://www.barbiedb.com/wp-content/uploads/2020/05/my-scene-miami-getaway-kenzie-vespa-giftset.jpg
650,My Favorite Ken,T7668,2011,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/my-favorite-ken.jpg
651,Montgomery Ward’s Mix N Match gift set,892,1962,385,,675,https://www.barbiedb.com/wp-content/uploads/2020/05/montgomery-wards-mix-n-match-gift-set.jpg
652,Mega Bloks Barbie Fairy Treehouse,DBM19,2015,17,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/mega-bloks-barbie-fairy-treehouse.jpg
653,Mega Bloks Barbie Fairy Adventure,CNF00,2015,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/mega-bloks-barbie-fairy-adventure.jpg
654,Mega Bloks Barbie Build ‘N Play Day at The Stables Set,CNK35,2015,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/mega-bloks-barbie-build-n-play-day-at-the-stables-set.jpg
655,Marilyn Monroe Giftset,53982,2002,60,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/marilyn-monroe-giftset.jpg
656,Magic Jewel Ken,54855,2002,15,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/magic-jewel-ken.jpg
657,Libra Barbie (AA),C6247,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/libra-barbie-aa.jpg
658,Leo Barbie,C6257,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/leo-barbie-c6257.jpg
659,Leo Barbie,C6244,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/leo-barbie.jpg
660,Kennel Care Barbie Doll Gift Set,53449,2002,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/kennel-care-barbie-doll-gift-set-529x1024.jpg
661,Ken In India,P6875,2008,80,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-in-india.jpg
662,Ken Fashion Avenue Outfit Blue Shirt & Trunks,B3219,2003,32,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-fashion-avenue-outfit-blue-shirt-trunks.jpg
663,Ken Cool Careers Baseball Outfit,2950,1991,18,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-cool-careers-baseball-outfit.jpg
664,Ken Beach Doll,X9602,2013,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-beach-doll-x9602.jpg
665,Joie de Vivre Barbie,M0723,2008,350,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/joie-de-vivre-barbie.jpg
666,Island Fun Barbie Sunshine Vacation,7946,1987,100,,330,https://www.barbiedb.com/wp-content/uploads/2020/05/island-fun-barbie-sunshine-vacation.jpg
667,Ice Cream Shoppe Barbie,3653,1998,300,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/ice-cream-shoppe-barbie.jpg
668,I Love Valentines! Barbie Doll,Y7088,2013,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/i-love-valentines-barbie-doll.jpg
669,Hello Barbie Doll Light Brown,DNR57,2015,75,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/hello-barbie-doll-light-brown.jpg
670,Hello Barbie Doll Dark Hair Teresa,DNR56,2015,75,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/hello-barbie-doll-dark-hair-teresa.jpg
671,Happy Family Barbie Baby Doctor AA,56727,2003,75,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-family-barbie-baby-doctor-aa.jpg
672,Gold Medal Ken,7380,1975,175,,250,https://www.barbiedb.com/wp-content/uploads/2020/05/gold-medal-ken.jpg
673,Giggles N Swing Barbie Doll & Kelly Play Set,20333,1999,40,,52,https://www.barbiedb.com/wp-content/uploads/2020/05/giggles-n-swing-barbie-doll-kelly-play-set.jpg
674,Gianfranco Ferre Ken,BDH41,1995,67,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/gianfranco-ferre-ken.jpg
675,Gemini Barbie,C6242,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/gemini-barbie-c6242.jpg
676,Gemini Barbie,C6255,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/gemini-barbie.jpg
677,French Quarter Barbie Fashion,B2518,2003,175,,185,https://www.barbiedb.com/wp-content/uploads/2020/05/french-quarter-barbie-fashion.jpg
678,Flower Surprise Ken,56781,2002,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/flower-surprise-ken.jpg
679,Filipina Barbie Santacruzan Reyna de las Aetas,63815,1997,100,,145,https://www.barbiedb.com/wp-content/uploads/2020/05/filipina-barbie-santacruzan-reyna-de-las-aetas.jpg
680,Fashionistas Swappin’ Styles Sassy Doll,V7145,2011,19,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/fashionistas-swappin-styles-sassy-doll.jpg
681,Fashion Fever Teresa Doll,G9011,2004,50,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-fever-teresa-doll.jpg
682,Fashion Design Plates Barbie Doll,X7892,2013,12,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-design-plates-barbie-doll.jpg
683,Fashion Angels Barbie Fashion Design Sketch Portfolio,22273,2013,11,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-angels-barbie-fashion-design-sketch-portfolio.jpg
684,Evergreen Princess Barbie,12123,1993,55,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/evergreen-princess-barbie.jpg
685,Evening Enchantment Barbie,19783,1998,15,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/evening-enchantment-barbie-19783.jpg
686,Design & Dress Studio Barbie Doll AA,W3926,2012,18,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/design-dress-studio-barbie-doll-aa.jpg
687,Design & Dress Studio Barbie Doll,W3923,2012,19,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/design-dress-studio-barbie-doll.jpg
688,Day to Night Ken aka Elegancia Noche y Dia Ken,9019,1985,12,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/day-to-night-ken-aka-elegancia-noche-y-dia-ken.jpg
689,Couture Confection Bride Barbie,J0981,2007,335,,500,https://www.barbiedb.com/wp-content/uploads/2020/05/couture-confection-bride-barbie.jpg
690,Country Ken,10.55.73,1993,80,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/country-ken.jpg
691,Complete Barbie Spy Squad DVD & Doll Gift Set,T03404B,2016,65,,79,https://www.barbiedb.com/wp-content/uploads/2020/05/complete-barbie-spy-squad-dvd-doll-gift-set.jpg
692,Color Magic Barbie,B3437,2004,45,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/color-magic-barbie.jpg
693,Chataine Barbie,B4425,2003,170,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/chataine-barbie.jpg
694,Capricorn Barbie,C6250,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/capricorn-barbie-c6250.jpg
695,Capricorn Barbie,C6237,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/capricorn-barbie.jpg
696,Candy Glam Barbie and Vehicle Giftset,N3840,2009,180,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/candy-glam-barbie-and-vehicle-giftset.jpg
697,Cancer Barbie,C6256,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/cancer-barbie-c6256.jpg
698,Cali Girl Summer & Horse,H0836,2005,45,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/cali-girl-summer-horse.jpg
699,Bob Mackie Queen of Hearts,12046,1995,70,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/bob-mackie-queen-of-hearts.jpg
700,Bob Mackie Lady of the Unicorns Barbie,K7971,2008,650,,700,https://www.barbiedb.com/wp-content/uploads/2020/05/bob-mackie-lady-of-the-unicorns-barbie.jpg
701,Barbie’s Little Sister Skipper Skating Fun Outfit,1908,1964,150,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-skating-fun-outfit.jpg
702,Barbie’s Little Sister Skipper Red Sensation Outfit,1901,1964,125,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-red-sensation-outfit.jpg
703,Barbie’s Little Sister Skipper Masquerade Party Outfit,1903,1964,150,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-masquerade-party-outfit.jpg
704,Barbie’s Little Sister Skipper Flower Girl Outfit,1904,1964,150,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-flower-girl-outfit.jpg
705,BarbieI Can Be Teacher Playset (AA),BBD78,2013,19,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbiei-can-be-teacher-playset-aa.jpg
706,Barbie/Ken Dolls Date Night Fashion Assortment,X7862,2013,30,,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-dolls-date-night-fashion-assortment.jpg
707,Barbie With Shoe Closet,CFR54,2014,16,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-with-shoe-closet.jpg
708,Barbie Western FUN Camping Playset,7487,1990,250,,270,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-western-fun-camping-playset.jpg
709,Barbie Volkswagen Microbus,54251,2002,300,,477,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-volkswagen-microbus.jpg
710,Barbie Video Girl (AA),R4807,2010,50,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-video-girl-aa.jpg
711,Barbie Tropical Pool and Patio Set Playset,3041,1986,150,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tropical-pool-and-patio-set-playset.jpg
712,Barbie Travel Train Vehicle,54254,2002,65,,277,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-travel-train-vehicle.jpg
713,Barbie Travel Agent,7747,1986,80,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-travel-agent.jpg
714,Barbie Totally Hair/Ultra Hair Wave It! Teresa,M9431,2008,24,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-totally-hair-ultra-hair-wave-it-teresa.jpg
715,Barbie Totally Hair/Ultra Hair Wave It! Nikki Doll,M9432,2008,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-totally-hair-ultra-hair-wave-it-nikki-doll.jpg
716,Barbie Totally Hair/Ultra Hair Wave It! Doll,M9430,2008,45,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-totally-hair-ultra-hair-wave-it-doll.jpg
717,Barbie The Princess and The Popstar Fashion Keira Doll,X5128,2013,30,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-princess-and-the-popstar-fashion-keira-doll.jpg
718,Barbie The Princess & The Popstar Keira Doll,X3691,2012,70,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-princess-the-popstar-keira-doll.jpg
719,Barbie The Pearl Princess Lumina Doll,BLX27,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-pearl-princess-lumina-doll-blx27.jpg
720,Barbie The Pearl Princess Lumina Doll,BDB45,2014,14,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-pearl-princess-lumina-doll.jpg
721,Barbie Teresa Doll and Fashions Giftset,CML81,2015,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-doll-and-fashions-giftset.jpg
722,Barbie Teresa Beach Doll,X9599,2013,6,,11,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-beach-doll.jpg
723,Barbie Teresa Ballerina Doll,G8470,2005,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-ballerina-doll-278x1024.jpg
724,Barbie Tawny Horse and Doll Set,CFN42,2015,25,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tawny-horse-and-doll-set-cfn42.jpg
725,Barbie Tawny Horse and Doll Set,BJF78,2014,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tawny-horse-and-doll-set.jpg
726,Barbie Swim & Dance Mermaid Doll  (Walmart),W2055,2011,25,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-swim-dance-mermaid-doll-walmart.jpg
727,Barbie Sweet Treats Cafe Fashion Outfits,Y7099,2013,18,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sweet-treats-cafe-fashion-outfits.jpg
728,Barbie Super Style Nikki,X9581,2013,9,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-super-style-nikki.jpg
729,Barbie Summer Pom Pom Divas Twirl Girls,L2932,2007,25,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-summer-pom-pom-divas-twirl-girls.jpg
730,Barbie Summer Day 2 Nite Doll,M4832,2008,18,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-summer-day-2-nite-doll.jpg
731,Barbie Style Midge Doll,CBD30,2014,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-style-midge-doll-cbd30.jpg
732,Barbie Store It All,12305,2010,26,,37,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-store-it-all.jpg
733,Barbie Stepping Out Doll Set,X4878,2013,30,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-stepping-out-doll-set.jpg
734,Barbie Spy Squad Teresa Doll,DNK02,2015,10,,53,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-spy-squad-teresa-doll.jpg
735,Barbie Spy Squad Secret Agent Motorcycle & Techbot Pet,DHF21,2016,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-spy-squad-secret-agent-motorcycle-techbot-pet.jpg
736,Barbie Springtime Barbie Keepsake Ornament 1995,QEO8069,1995,5,,13,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-springtime-barbie-keepsake-ornament-1995.jpg
737,Barbie Spin ‘N Ride Pups,CLD94,2015,30,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-spin-n-ride-pups.jpg
738,Barbie Sparkle Kingdom Game,41002,1996,70,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sparkle-kingdom-game.jpg
739,Barbie Sparkle and Shine Fashions,BCF72,2014,22,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sparkle-and-shine-fashions.jpg
740,Barbie So Much To Do Pretty Pet Parlor,67154,1994,70,,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-much-to-do-pretty-pet-parlor-67154.jpg
741,Barbie So In Style Trichelle Prom Doll,BGT12,2014,12,,21,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-trichelle-prom-doll.jpg
742,Barbie So In Style S.I.S Kara Doll,BGT13,2014,14,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-s-i-s-kara-doll-2.jpg
743,Barbie So In Style Pastry Trichelle,V7102,2011,110,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-pastry-trichelle.jpg
744,Barbie So In Style Pastry (Chandra),V7104,2011,70,,149,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-pastry-chandra.jpg
745,Barbie So In Style Grace Doll and Fashion Gift Set,BLT23,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-grace-doll-and-fashion-gift-set-615x1024.jpg
746,Barbie Slide & Spin Pups! Playset  [AA],Y1173,2013,24,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-slide-spin-pups-playset-aa.jpg
747,Barbie Skipper Get-Ups ‘N Go Flower Girl,7847,1974,75,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-get-ups-n-go-flower-girl.jpg
748,Barbie Skipper Get-Ups ‘N Go Bicentennial Fashions Patriotic & Pretty,9165,1976,30,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-get-ups-n-go-bicentennial-fashions-patriotic-pretty.jpg
749,Barbie Skipper City Shopping Outfit,2809,1979,125,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-city-shopping-outfit.jpg
750,Barbie Skipper & Scooter Town Togs Outfit,1922,1965,155,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-scooter-town-togs-outfit.jpg
751,Barbie Sit in Style,23421,2000,15,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sit-in-style.jpg
752,Barbie Sisters Train Taffy,W3286,2012,25,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-train-taffy.jpg
753,Barbie Sisters Stable Play Set (Sam’s Club/WM),BFY08,2013,60,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-stable-play-set-sams-club-wm.jpg
754,Barbie Sisters’ Sleeptime! Bedroom for 3,T7534,2011,25,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-sleeptime-bedroom-for-3.jpg
755,Barbie Sisters Safari Stacie Doll,BGV58,2013,15,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-stacie-doll.jpg
756,Barbie Sisters Safari Fun Skipper and Chelsea Doll 2-Pack,BDG26,2013,22,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-fun-skipper-and-chelsea-doll-2-pack.jpg
757,Barbie Sisters Safari Fun Barbie and Stacie Doll 2-Pack,BDG25,2013,25,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-fun-barbie-and-stacie-doll-2-pack.jpg
758,"Barbie Sisters Safari Chelsea Doll, Zebra",BDG33,2015,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-chelsea-doll-zebra.jpg
759,Barbie Sisters Fun Prizes Barbie and Stacie Doll,X9068,2013,18,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-fun-prizes-barbie-and-stacie-doll.jpg
760,Barbie Sisters Camping Skipper Doll,CCX01,2014,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-camping-skipper-doll.jpg
761,Barbie Sisters Camp Out Set with Stacie Doll,V4401,2011,70,,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-camp-out-set-with-stacie-doll.jpg
762,Barbie Sisters’ Bike For Two!,X9057,2013,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-bike-for-two.jpg
763,Barbie Sisters Barbie and Stacie Doll 2-Pack,CGF35,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-barbie-and-stacie-doll-2-pack.jpg
764,Barbie Singing Star Microphone,BE-076,2012,12,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-singing-star-microphone.jpg
